category	ID	term	count	genes	logFC	adj_pval	zscore
KEGG	hsa04640	Hematopoietic cell lineage	21	CD3D	2.574313596	9.43539451135019e-12	4.14613991448386
KEGG	hsa04640	Hematopoietic cell lineage	21	CD3E	2.048527153	9.43539451135019e-12	4.14613991448386
KEGG	hsa04640	Hematopoietic cell lineage	21	CD3G	2.01588717	9.43539451135019e-12	4.14613991448386
KEGG	hsa05416	Viral myocarditis	16	HLA-A	2.763446756	1.38442923304822e-10	4
KEGG	hsa05416	Viral myocarditis	16	HLA-B	2.494834739	1.38442923304822e-10	4
KEGG	hsa05416	Viral myocarditis	16	HLA-C	2.167357055	1.38442923304822e-10	4
KEGG	hsa05416	Viral myocarditis	16	HLA-DOA	2.380948679	1.38442923304822e-10	4
KEGG	hsa05416	Viral myocarditis	16	HLA-DPB1	2.283157877	1.38442923304822e-10	4
KEGG	hsa05416	Viral myocarditis	16	HLA-DQA1	2.413658054	1.38442923304822e-10	4
KEGG	hsa05416	Viral myocarditis	16	HLA-DQA2	2.999191085	1.38442923304822e-10	4
KEGG	hsa05416	Viral myocarditis	16	HLA-DRA	3.399465046	1.38442923304822e-10	4
KEGG	hsa05416	Viral myocarditis	16	HLA-DRB1	3.60896441	1.38442923304822e-10	4
KEGG	hsa05416	Viral myocarditis	16	HLA-DRB5	3.154648952	1.38442923304822e-10	4
KEGG	hsa05416	Viral myocarditis	16	HLA-E	2.015442349	1.38442923304822e-10	4
KEGG	hsa05416	Viral myocarditis	16	HLA-G	2.899742061	1.38442923304822e-10	4
KEGG	hsa05416	Viral myocarditis	16	CD40LG	2.839101549	1.38442923304822e-10	4
KEGG	hsa05416	Viral myocarditis	16	CD86	2.42401009	1.38442923304822e-10	4
KEGG	hsa05416	Viral myocarditis	16	RAC2	2.379543207	1.38442923304822e-10	4
KEGG	hsa05416	Viral myocarditis	16	CD28	2.89281173	1.38442923304822e-10	4
KEGG	hsa05323	Rheumatoid arthritis	19	HLA-DOA	2.380948679	2.12429865230615e-10	4.35889894354067
KEGG	hsa05323	Rheumatoid arthritis	19	HLA-DPB1	2.283157877	2.12429865230615e-10	4.35889894354067
KEGG	hsa05323	Rheumatoid arthritis	19	HLA-DQA1	2.413658054	2.12429865230615e-10	4.35889894354067
KEGG	hsa05323	Rheumatoid arthritis	19	HLA-DQA2	2.999191085	2.12429865230615e-10	4.35889894354067
KEGG	hsa05323	Rheumatoid arthritis	19	HLA-DRA	3.399465046	2.12429865230615e-10	4.35889894354067
KEGG	hsa05323	Rheumatoid arthritis	19	HLA-DRB1	3.60896441	2.12429865230615e-10	4.35889894354067
KEGG	hsa05323	Rheumatoid arthritis	19	HLA-DRB5	3.154648952	2.12429865230615e-10	4.35889894354067
KEGG	hsa05323	Rheumatoid arthritis	19	CXCL8	2.179841139	2.12429865230615e-10	4.35889894354067
KEGG	hsa05323	Rheumatoid arthritis	19	CXCL5	6.304490929	2.12429865230615e-10	4.35889894354067
KEGG	hsa05323	Rheumatoid arthritis	19	CCL20	3.83866648	2.12429865230615e-10	4.35889894354067
KEGG	hsa05323	Rheumatoid arthritis	19	CCL5	2.656634761	2.12429865230615e-10	4.35889894354067
KEGG	hsa05323	Rheumatoid arthritis	19	TNFSF11	3.970883683	2.12429865230615e-10	4.35889894354067
KEGG	hsa05323	Rheumatoid arthritis	19	IL1A	3.955517808	2.12429865230615e-10	4.35889894354067
KEGG	hsa05323	Rheumatoid arthritis	19	CD86	2.42401009	2.12429865230615e-10	4.35889894354067
KEGG	hsa05323	Rheumatoid arthritis	19	CSF2	5.247449293	2.12429865230615e-10	4.35889894354067
KEGG	hsa05323	Rheumatoid arthritis	19	IL11	2.827782867	2.12429865230615e-10	4.35889894354067
KEGG	hsa05323	Rheumatoid arthritis	19	LTB	2.096624095	2.12429865230615e-10	4.35889894354067
KEGG	hsa05323	Rheumatoid arthritis	19	CD28	2.89281173	2.12429865230615e-10	4.35889894354067
KEGG	hsa05323	Rheumatoid arthritis	19	CTLA4	2.899946957	2.12429865230615e-10	4.35889894354067
